fixture,source,nodes,edges,version,crossings,overlaps,dirChanges,trunkVar,edgeLen,area
metro-lisboa,metro,50,52,v2-compact-spectral,3,4,11,150.22,5549,797004
metro-lisboa,metro,50,52,v3-compact-classic,6,4,13,150.22,5647,797004
metro-lisboa,metro,50,52,v4-grid-ordered,3,4,11,150.22,8227,783432
metro-lisboa,metro,50,52,v5-compact-refined,3,4,11,150.22,5549,797004
metro-montpellier,metro,82,85,v0-original,12,7,16,1504.72,10575,756756
metro-montpellier,metro,82,85,v1-compact-ordered,14,11,18,1468.55,5717,653328
metro-montpellier,metro,82,85,v2-compact-spectral,14,11,18,1468.55,5717,653328
metro-montpellier,metro,82,85,v3-compact-classic,12,6,16,1504.72,5671,653328
metro-montpellier,metro,82,85,v4-grid-ordered,14,12,18,1468.55,10609,756756
metro-montpellier,metro,82,85,v5-compact-refined,14,11,18,1468.55,5717,653328
metro-nantes,metro,81,80,v0-original,20,4,15,3493.55,10418,945945
metro-nantes,metro,81,80,v1-compact-ordered,9,4,15,3493.55,6494,1013805
metro-nantes,metro,81,80,v2-compact-spectral,9,4,15,3493.55,6494,1013805
metro-nantes,metro,81,80,v3-compact-classic,20,4,15,3493.55,6706,1013805
metro-nantes,metro,81,80,v4-grid-ordered,9,4,15,3493.55,10182,945945
metro-nantes,metro,81,80,v5-compact-refined,9,4,15,3493.55,6494,1013805
metro-stockholm,metro,99,99,v0-original,9,20,29,3779.53,12552,973440
metro-stockholm,metro,99,99,v1-compact-ordered,7,25,22,3037.03,8546,1151280
metro-stockholm,metro,99,99,v2-compact-spectral,7,25,22,3037.03,8546,1151280
metro-stockholm,metro,99,99,v3-compact-classic,9,22,29,3779.53,8804,1151280
metro-stockholm,metro,99,99,v4-grid-ordered,7,25,22,3037.03,12387,973440
metro-stockholm,metro,99,99,v5-compact-refined,7,25,22,3037.03,8546,1151280
metro-wien,metro,98,104,v0-original,11,18,22,2130.98,13827,935415
metro-wien,metro,98,104,v1-compact-ordered,12,27,21,2975.98,7459,855309
metro-wien,metro,98,104,v2-compact-spectral,12,27,21,2975.98,7459,855309
metro-wien,metro,98,104,v3-compact-classic,11,17,22,2130.98,7547,855309
metro-wien,metro,98,104,v4-grid-ordered,12,28,21,2975.98,13734,935415
metro-wien,metro,98,104,v5-compact-refined,12,27,21,2975.98,7459,855309
airport_luggage,internal,8,7,v0-original,0,0,0,0,630,185328
airport_luggage,internal,8,7,v1-compact-ordered,0,0,0,0,378,126360
airport_luggage,internal,8,7,v2-compact-spectral,0,0,0,0,378,126360
airport_luggage,internal,8,7,v3-compact-classic,0,0,0,0,378,126360
airport_luggage,internal,8,7,v4-grid-ordered,0,0,0,0,630,185328
airport_luggage,internal,8,7,v5-compact-refined,0,0,0,0,378,126360
cicd,internal,8,8,v0-original,0,0,1,0,743,197262
cicd,internal,8,8,v1-compact-ordered,0,0,1,0,567,151740
cicd,internal,8,8,v2-compact-spectral,0,0,1,0,567,151740
cicd,internal,8,8,v3-compact-classic,0,0,1,0,567,151740
cicd,internal,8,8,v4-grid-ordered,0,0,1,0,743,197262
cicd,internal,8,8,v5-compact-refined,0,0,1,0,567,151740
o2c_full,internal,12,13,v0-original,0,0,1,0,1367,273132
o2c_full,internal,12,13,v1-compact-ordered,0,0,1,0,837,182088
o2c_full,internal,12,13,v2-compact-spectral,0,0,1,0,837,182088
o2c_full,internal,12,13,v3-compact-classic,0,0,1,0,837,182088
o2c_full,internal,12,13,v4-grid-ordered,0,0,1,0,1367,273132
o2c_full,internal,12,13,v5-compact-refined,0,0,1,0,837,182088
hire_to_retire,internal,9,8,v0-original,0,1,0,350.44,731,222552
hire_to_retire,internal,9,8,v1-compact-ordered,0,1,0,350.44,496,166914
hire_to_retire,internal,9,8,v2-compact-spectral,0,1,0,350.44,496,166914
hire_to_retire,internal,9,8,v3-compact-classic,0,1,0,350.44,496,166914
hire_to_retire,internal,9,8,v4-grid-ordered,0,1,0,350.44,731,222552
hire_to_retire,internal,9,8,v5-compact-refined,0,1,0,350.44,496,166914
logistics_ship,internal,9,8,v0-original,0,0,0,0,720,206388
logistics_ship,internal,9,8,v1-compact-ordered,0,0,0,0,432,138996
logistics_ship,internal,9,8,v2-compact-spectral,0,0,0,0,432,138996
logistics_ship,internal,9,8,v3-compact-classic,0,0,0,0,432,138996
logistics_ship,internal,9,8,v4-grid-ordered,0,0,0,0,720,206388
logistics_ship,internal,9,8,v5-compact-refined,0,0,0,0,432,138996
healthcare,internal,9,9,v0-original,0,0,0,0,833,222552
healthcare,internal,9,9,v1-compact-ordered,0,0,0,0,621,166914
healthcare,internal,9,9,v2-compact-spectral,0,0,0,0,621,166914
healthcare,internal,9,9,v3-compact-classic,0,0,0,0,621,166914
healthcare,internal,9,9,v4-grid-ordered,0,0,0,0,833,222552
healthcare,internal,9,9,v5-compact-refined,0,0,0,0,621,166914
manufacturing,internal,9,8,v0-original,0,1,0,0,720,206388
manufacturing,internal,9,8,v1-compact-ordered,0,1,0,0,432,138996
manufacturing,internal,9,8,v2-compact-spectral,0,1,0,0,432,138996
manufacturing,internal,9,8,v3-compact-classic,0,1,0,0,432,138996
manufacturing,internal,9,8,v4-grid-ordered,0,1,0,0,720,206388
manufacturing,internal,9,8,v5-compact-refined,0,1,0,0,432,138996
movie_production,internal,9,10,v0-original,0,0,0,0,1013,222552
movie_production,internal,9,10,v1-compact-ordered,0,0,0,0,729,166914
movie_production,internal,9,10,v2-compact-spectral,0,0,0,0,729,166914
movie_production,internal,9,10,v3-compact-classic,0,0,0,0,729,166914
movie_production,internal,9,10,v4-grid-ordered,0,0,0,0,1013,222552
movie_production,internal,9,10,v5-compact-refined,0,0,0,0,729,166914
deep_chain,internal,10,9,v0-original,0,0,0,0,810,227448
deep_chain,internal,10,9,v1-compact-ordered,0,0,0,0,486,151632
deep_chain,internal,10,9,v2-compact-spectral,0,0,0,0,486,151632
deep_chain,internal,10,9,v3-compact-classic,0,0,0,0,486,151632
deep_chain,internal,10,9,v4-grid-ordered,0,0,0,0,810,227448
deep_chain,internal,10,9,v5-compact-refined,0,0,0,0,486,151632
event_planning,internal,9,9,v0-original,0,0,0,0,833,222552
event_planning,internal,9,9,v1-compact-ordered,0,0,0,0,621,166914
event_planning,internal,9,9,v2-compact-spectral,0,0,0,0,621,166914
event_planning,internal,9,9,v3-compact-classic,0,0,0,0,621,166914
event_planning,internal,9,9,v4-grid-ordered,0,0,0,0,833,222552
event_planning,internal,9,9,v5-compact-refined,0,0,0,0,621,166914
supply_chain_10cls,internal,12,11,v0-original,0,1,0,0,990,269568
supply_chain_10cls,internal,12,11,v1-compact-ordered,0,1,0,0,594,176904
supply_chain_10cls,internal,12,11,v2-compact-spectral,0,1,0,0,594,176904
supply_chain_10cls,internal,12,11,v3-compact-classic,0,1,0,0,594,176904
supply_chain_10cls,internal,12,11,v4-grid-ordered,0,1,0,0,990,269568
supply_chain_10cls,internal,12,11,v5-compact-refined,0,1,0,0,594,176904
mfg_dim,internal,10,9,v0-original,0,1,0,0,810,227448
mfg_dim,internal,10,9,v1-compact-ordered,0,1,0,0,486,151632
mfg_dim,internal,10,9,v2-compact-spectral,0,1,0,0,486,151632
mfg_dim,internal,10,9,v3-compact-classic,0,1,0,0,486,151632
mfg_dim,internal,10,9,v4-grid-ordered,0,1,0,0,810,227448
mfg_dim,internal,10,9,v5-compact-refined,0,1,0,0,486,151632
pipeline_dim,internal,8,8,v0-original,0,0,0,0,821,197262
pipeline_dim,internal,8,8,v1-compact-ordered,0,0,0,0,557,151740
pipeline_dim,internal,8,8,v2-compact-spectral,0,0,0,0,557,151740
pipeline_dim,internal,8,8,v3-compact-classic,0,0,0,0,557,151740
pipeline_dim,internal,8,8,v4-grid-ordered,0,0,0,0,821,197262
pipeline_dim,internal,8,8,v5-compact-refined,0,0,0,0,557,151740
g.20.3,north,20,20,v0-original,0,0,1,0,1746,184392
g.20.3,north,20,20,v1-compact-ordered,2,1,2,0,1543,182520
g.20.3,north,20,20,v2-compact-spectral,2,1,2,0,1543,182520
g.20.3,north,20,20,v3-compact-classic,0,0,1,0,1442,182520
g.20.3,north,20,20,v4-grid-ordered,2,1,2,0,1835,184392
g.20.3,north,20,20,v5-compact-refined,2,1,2,0,1543,182520
g.30.1,north,30,45,v0-original,8,2,3,0,6531,274950
g.30.1,north,30,45,v1-compact-ordered,7,0,1,0,6623,326430
g.30.1,north,30,45,v2-compact-spectral,7,0,1,0,6623,326430
g.30.1,north,30,45,v3-compact-classic,8,2,3,0,6746,326430
g.30.1,north,30,45,v4-grid-ordered,7,0,1,0,6390,274950
g.30.1,north,30,45,v5-compact-refined,7,0,1,0,6623,326430
g.40.5,north,40,56,v0-original,70,1,21,0,9705,416520
g.40.5,north,40,56,v1-compact-ordered,67,0,16,0,14285,737100
g.40.5,north,40,56,v2-compact-spectral,67,0,16,0,14285,737100
g.40.5,north,40,56,v3-compact-classic,70,1,21,0,14537,737100
g.40.5,north,40,56,v4-grid-ordered,67,0,16,0,9599,416520
g.40.5,north,40,56,v5-compact-refined,67,0,16,0,14285,737100
